school_id,school_name,district,mandal,school_type,area_type,enrollment,boys,girls,teachers,toilets,electricity,internet,playground,library,digital_classrooms,attendance_rate,dropout_rate,infrastructure_score,teacher_student_ratio
TS175,ZPHS Charminar,Hyderabad,Charminar,Government,Rural,1134,565,569,53,Yes,Yes,Yes,Yes,Yes,2,75.1,4.0,93,21.4
TS176,Govt High School Toopran,Medak,Toopran,Government,Rural,288,153,135,22,Yes,Yes,No,Yes,No,2,80.4,4.8,71,13.1
TS177,MJPTBCWREIS Charminar,Hyderabad,Charminar,Government,Urban,1061,569,492,31,Yes,Yes,No,Yes,Yes,0,94.3,1.8,78,34.2
TS178,Telangana Model School Devarakonda,Nalgonda,Devarakonda,Private,Urban,1238,559,679,24,Yes,Yes,Yes,Yes,Yes,4,94.7,1.0,96,51.6
TS179,MJPTBCWREIS Narsapur,Medak,Narsapur,Government,Rural,466,253,213,20,Yes,Yes,Yes,No,Yes,10,88.7,1.3,97,23.3
TS180,Govt High School Wyra,Khammam,Wyra,Private,Urban,1261,619,642,22,Yes,Yes,No,Yes,No,2,88.3,3.4,71,57.3
TS181,MJPTBCWREIS Wyra,Khammam,Wyra,Private,Urban,1469,794,675,51,Yes,Yes,No,Yes,Yes,8,79.0,3.6,90,28.8
TS182,Residential School Bodhan,Nizamabad,Bodhan,Private,Rural,752,372,380,37,Yes,Yes,No,Yes,No,0,84.8,4.3,68,20.3
TS183,Govt High School Parkal,Warangal,Parkal,Government,Rural,894,474,420,39,Yes,Yes,Yes,No,Yes,4,72.6,4.9,88,22.9
TS184,Telangana Model School Chevella,Rangareddy,Chevella,Government,Urban,808,441,367,28,Yes,Yes,Yes,Yes,No,7,88.2,1.9,90,28.9
TS185,Govt High School Manakondur,Karimnagar,Manakondur,Government,Rural,838,425,413,43,Yes,Yes,No,Yes,Yes,7,75.5,4.4,88,19.5
TS186,MJPTBCWREIS Huzurabad,Karimnagar,Huzurabad,Government,Urban,740,363,377,27,Yes,Yes,Yes,Yes,Yes,2,84.0,2.4,93,27.4
TS187,Govt High School Boath,Adilabad,Boath,Government,Rural,1085,500,585,22,Yes,Yes,No,Yes,Yes,9,73.4,4.4,92,49.3
TS188,ZPHS Wyra,Khammam,Wyra,Government,Rural,777,409,368,25,Yes,Yes,Yes,Yes,Yes,8,80.6,2.5,100,31.1
TS189,Telangana Model School Shadnagar,Mahabubnagar,Shadnagar,Government,Urban,947,490,457,15,Yes,Yes,No,Yes,Yes,3,81.0,3.9,82,63.1
TS190,Telangana Model School Parkal,Warangal,Parkal,Government,Urban,1074,491,583,20,Yes,Yes,Yes,Yes,Yes,0,77.6,3.8,90,53.7
TS191,Telangana Model School Narayanpet,Mahabubnagar,Narayanpet,Government,Urban,1075,526,549,40,Yes,Yes,Yes,No,Yes,5,95.5,1.0,90,26.9
TS192,ZPHS Utnoor,Adilabad,Utnoor,Private,Rural,1019,530,489,25,Yes,Yes,Yes,No,Yes,4,81.4,3.3,88,40.8
TS193,MJPTBCWREIS Secunderabad,Hyderabad,Secunderabad,Private,Urban,1377,727,650,40,Yes,Yes,Yes,Yes,Yes,6,73.8,3.8,99,34.4
TS194,ZPHS Hanamkonda,Warangal,Hanamkonda,Aided,Rural,1327,697,630,45,Yes,Yes,Yes,Yes,Yes,8,74.7,3.6,100,29.5
TS195,Telangana Model School Kazipet,Warangal,Kazipet,Private,Rural,1113,542,571,36,Yes,Yes,Yes,No,Yes,9,92.0,1.0,96,30.9
TS196,Residential School Shamshabad,Rangareddy,Shamshabad,Aided,Rural,890,414,476,11,Yes,Yes,Yes,Yes,Yes,5,81.0,2.6,98,80.9
TS197,MJPTBCWREIS Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,580,305,275,51,Yes,Yes,Yes,No,Yes,1,72.3,5.3,84,11.4
TS198,Residential School Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,659,353,306,20,Yes,No,Yes,Yes,Yes,9,75.8,3.8,94,33.0
TS199,MJPTBCWREIS Palair,Khammam,Palair,Aided,Urban,829,423,406,47,Yes,Yes,Yes,Yes,No,5,82.8,3.1,88,17.6
TS200,KGBV Secunderabad,Hyderabad,Secunderabad,Private,Urban,1140,542,598,53,Yes,No,No,Yes,Yes,7,86.6,3.2,78,21.5
TS201,MJPTBCWREIS Hanamkonda,Warangal,Hanamkonda,Government,Urban,1300,621,679,51,Yes,Yes,Yes,Yes,Yes,3,91.1,1.1,94,25.5
TS202,MJPTBCWREIS Amberpet,Hyderabad,Amberpet,Private,Urban,1362,627,735,16,Yes,No,Yes,Yes,Yes,1,85.6,3.0,82,85.1
TS203,Govt High School Kazipet,Warangal,Kazipet,Government,Rural,1285,701,584,11,Yes,Yes,No,No,Yes,0,94.4,2.4,70,116.8
TS204,Telangana Model School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Rural,1157,561,596,13,Yes,Yes,Yes,Yes,No,1,73.9,5.1,82,89.0
TS205,MJPTBCWREIS Armoor,Nizamabad,Armoor,Private,Rural,774,383,391,28,Yes,Yes,Yes,No,Yes,5,77.7,3.8,90,27.6
TS206,Telangana Model School Parkal,Warangal,Parkal,Aided,Urban,875,430,445,16,Yes,Yes,Yes,Yes,Yes,4,87.5,1.6,96,54.7
TS207,Residential School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Rural,267,121,146,39,Yes,Yes,No,Yes,No,5,93.2,2.1,76,6.8
TS208,Govt High School Boath,Adilabad,Boath,Government,Rural,1472,777,695,23,Yes,Yes,Yes,No,Yes,9,93.6,1.0,96,64.0
TS209,Residential School Shamshabad,Rangareddy,Shamshabad,Private,Rural,719,378,341,41,Yes,No,Yes,Yes,Yes,2,73.7,5.1,83,17.5
TS210,MJPTBCWREIS Manakondur,Karimnagar,Manakondur,Private,Urban,1487,689,798,45,Yes,Yes,Yes,Yes,Yes,2,77.2,3.7,93,33.0
TS211,KGBV Wyra,Khammam,Wyra,Government,Rural,281,126,155,10,Yes,Yes,No,Yes,Yes,1,75.8,5.0,80,28.1
TS212,KGBV Kazipet,Warangal,Kazipet,Government,Urban,733,369,364,43,Yes,Yes,Yes,Yes,Yes,4,82.7,2.4,96,17.0
TS213,Govt High School Devarakonda,Nalgonda,Devarakonda,Private,Urban,1313,681,632,31,Yes,No,Yes,No,Yes,0,73.2,6.1,72,42.4
TS214,MJPTBCWREIS Chevella,Rangareddy,Chevella,Private,Urban,1487,787,700,19,Yes,Yes,Yes,Yes,Yes,10,78.8,2.8,100,78.3
TS215,KGBV Armoor,Nizamabad,Armoor,Private,Rural,1319,627,692,23,Yes,Yes,No,Yes,Yes,2,90.7,2.2,81,57.3
TS216,Telangana Model School Hanamkonda,Warangal,Hanamkonda,Private,Urban,317,169,148,50,Yes,No,Yes,Yes,Yes,5,77.5,4.0,88,6.3
TS217,ZPHS Kazipet,Warangal,Kazipet,Government,Rural,965,448,517,44,Yes,Yes,Yes,Yes,Yes,0,92.3,1.2,90,21.9
TS218,Telangana Model School Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,622,310,312,9,Yes,Yes,Yes,Yes,Yes,0,87.4,2.1,90,69.1
TS219,Govt High School Amberpet,Hyderabad,Amberpet,Private,Urban,1129,514,615,36,Yes,Yes,Yes,No,Yes,8,82.4,2.6,94,31.4
TS220,KGBV Armoor,Nizamabad,Armoor,Government,Rural,1065,582,483,18,Yes,Yes,Yes,No,Yes,9,78.3,3.2,96,59.2
TS221,KGBV Wyra,Khammam,Wyra,Government,Urban,1234,655,579,13,Yes,Yes,Yes,No,Yes,1,95.8,1.0,84,94.9
TS222,Telangana Model School Devarakonda,Nalgonda,Devarakonda,Government,Urban,605,281,324,49,Yes,Yes,Yes,Yes,Yes,3,77.8,3.5,94,12.3
TS223,ZPHS Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,684,333,351,15,Yes,Yes,Yes,Yes,Yes,8,85.8,1.6,100,45.6
TS224,MJPTBCWREIS Parkal,Warangal,Parkal,Government,Urban,1411,758,653,48,Yes,Yes,Yes,Yes,Yes,7,73.7,3.7,100,29.4
TS225,Telangana Model School Huzurabad,Karimnagar,Huzurabad,Private,Urban,959,522,437,46,Yes,Yes,Yes,Yes,No,10,97.1,1.0,95,20.8
TS226,KGBV Huzurabad,Karimnagar,Huzurabad,Government,Urban,1022,498,524,11,Yes,Yes,Yes,Yes,Yes,9,97.6,1.0,100,92.9
TS227,Telangana Model School Sangareddy,Medak,Sangareddy,Private,Rural,652,356,296,33,Yes,Yes,No,No,Yes,3,85.6,3.7,74,19.8
TS228,ZPHS Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Urban,833,457,376,27,Yes,Yes,No,Yes,Yes,0,81.8,4.0,78,30.9
TS229,ZPHS Manakondur,Karimnagar,Manakondur,Aided,Urban,376,194,182,29,Yes,Yes,No,No,Yes,1,92.0,2.7,72,13.0
TS230,KGBV Charminar,Hyderabad,Charminar,Government,Rural,999,452,547,26,Yes,Yes,Yes,Yes,No,5,76.3,4.2,88,38.4
TS231,ZPHS Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,1448,652,796,43,Yes,No,No,Yes,No,10,82.0,4.4,73,33.7
TS232,Residential School Huzurabad,Karimnagar,Huzurabad,Private,Rural,1215,660,555,43,Yes,Yes,Yes,Yes,Yes,10,81.8,2.3,100,28.3
TS233,Residential School Shamshabad,Rangareddy,Shamshabad,Private,Urban,990,484,506,16,Yes,Yes,Yes,No,Yes,2,94.9,1.1,85,61.9
TS234,ZPHS Shadnagar,Mahabubnagar,Shadnagar,Government,Urban,900,441,459,55,Yes,Yes,Yes,Yes,Yes,2,91.2,1.1,93,16.4
TS235,MJPTBCWREIS Wyra,Khammam,Wyra,Government,Rural,1416,684,732,13,Yes,Yes,Yes,Yes,Yes,0,94.1,1.0,90,108.9
TS236,MJPTBCWREIS Kothagudem,Khammam,Kothagudem,Government,Urban,553,274,279,33,Yes,Yes,Yes,Yes,Yes,10,97.6,1.0,100,16.8
TS237,Telangana Model School Parkal,Warangal,Parkal,Government,Urban,1278,635,643,27,Yes,Yes,Yes,No,Yes,2,75.8,4.6,85,47.3
TS238,KGBV Palair,Khammam,Palair,Government,Rural,360,183,177,55,Yes,Yes,Yes,No,Yes,4,74.6,4.5,88,6.5
TS239,KGBV Boath,Adilabad,Boath,Government,Rural,677,369,308,40,Yes,Yes,Yes,Yes,Yes,6,84.6,1.9,99,16.9
TS240,Telangana Model School Chevella,Rangareddy,Chevella,Government,Rural,460,217,243,35,Yes,Yes,No,Yes,Yes,3,87.0,2.8,82,13.1
TS241,Govt High School Bheemgal,Nizamabad,Bheemgal,Government,Rural,391,198,193,46,Yes,Yes,Yes,No,Yes,9,77.0,3.5,96,8.5
TS242,Govt High School Narsapur,Medak,Narsapur,Private,Rural,1403,744,659,13,Yes,Yes,Yes,Yes,No,4,87.4,2.4,86,107.9
TS243,Residential School Secunderabad,Hyderabad,Secunderabad,Private,Urban,645,313,332,43,Yes,No,No,Yes,Yes,1,72.3,6.4,70,15.0
TS244,KGBV Narsapur,Medak,Narsapur,Government,Rural,1301,696,605,49,Yes,Yes,No,Yes,No,7,74.1,5.4,78,26.6
TS245,ZPHS Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,579,310,269,13,Yes,Yes,Yes,Yes,Yes,9,76.3,3.3,100,44.5
TS246,KGBV Huzurabad,Karimnagar,Huzurabad,Government,Urban,1100,508,592,51,Yes,Yes,No,Yes,Yes,7,88.2,2.1,88,21.6
TS247,Residential School Wyra,Khammam,Wyra,Government,Urban,1248,674,574,30,Yes,Yes,No,Yes,Yes,7,73.5,4.7,88,41.6
TS248,Residential School Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,936,461,475,20,Yes,Yes,Yes,Yes,Yes,0,84.3,2.6,90,46.8
TS249,Telangana Model School Bodhan,Nizamabad,Bodhan,Private,Urban,1175,534,641,14,Yes,Yes,No,Yes,Yes,8,77.1,3.9,90,83.9
TS250,ZPHS Utnoor,Adilabad,Utnoor,Government,Urban,1458,714,744,25,Yes,Yes,Yes,No,Yes,9,88.7,1.4,96,58.3
TS251,MJPTBCWREIS Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Aided,Urban,266,120,146,36,Yes,Yes,Yes,No,Yes,1,83.4,3.3,84,7.4
TS252,Govt High School Huzurabad,Karimnagar,Huzurabad,Government,Urban,759,347,412,23,Yes,Yes,No,Yes,Yes,9,93.3,1.0,92,33.0
TS253,Telangana Model School Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,579,303,276,50,Yes,Yes,No,Yes,Yes,2,78.0,4.5,81,11.6
TS254,ZPHS Devarakonda,Nalgonda,Devarakonda,Government,Urban,328,154,174,27,Yes,Yes,Yes,Yes,Yes,0,81.7,3.1,90,12.1
TS255,KGBV Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,938,486,452,16,Yes,Yes,No,Yes,Yes,6,76.4,4.3,87,58.6
TS256,MJPTBCWREIS Charminar,Hyderabad,Charminar,Government,Urban,586,298,288,46,Yes,Yes,No,Yes,Yes,1,88.0,2.8,80,12.7
TS257,MJPTBCWREIS Amberpet,Hyderabad,Amberpet,Private,Urban,582,262,320,36,Yes,Yes,No,Yes,No,5,92.3,2.3,76,16.2
TS258,Residential School Shadnagar,Mahabubnagar,Shadnagar,Private,Urban,894,412,482,53,Yes,Yes,No,Yes,Yes,3,71.8,5.5,82,16.9
TS259,ZPHS Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,459,216,243,46,Yes,Yes,Yes,Yes,Yes,5,79.7,2.8,98,10.0
TS260,Residential School Shadnagar,Mahabubnagar,Shadnagar,Government,Urban,279,129,150,35,Yes,Yes,Yes,No,Yes,2,96.2,1.0,85,8.0
TS261,KGBV Shamshabad,Rangareddy,Shamshabad,Government,Urban,1156,548,608,53,Yes,No,Yes,Yes,Yes,7,89.5,1.7,90,21.8
TS262,ZPHS Chevella,Rangareddy,Chevella,Government,Urban,725,384,341,12,Yes,Yes,Yes,Yes,Yes,4,95.9,1.0,96,60.4
TS263,MJPTBCWREIS Armoor,Nizamabad,Armoor,Government,Urban,384,186,198,9,Yes,Yes,Yes,Yes,Yes,10,82.9,2.1,100,42.7
TS264,Govt High School Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,875,452,423,41,Yes,Yes,Yes,No,Yes,5,88.9,1.8,90,21.3
TS265,Govt High School Wyra,Khammam,Wyra,Government,Urban,1061,555,506,30,Yes,Yes,Yes,Yes,Yes,1,75.9,4.0,92,35.4
TS266,Telangana Model School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Aided,Urban,624,327,297,33,Yes,Yes,Yes,Yes,Yes,0,85.6,2.4,90,18.9
TS267,KGBV Suryapet,Nalgonda,Suryapet,Aided,Rural,410,211,199,33,Yes,Yes,Yes,Yes,Yes,10,83.1,2.0,100,12.4
TS268,Govt High School Wyra,Khammam,Wyra,Government,Urban,1447,670,777,15,Yes,Yes,Yes,Yes,Yes,3,95.8,1.0,94,96.5
TS269,MJPTBCWREIS Wyra,Khammam,Wyra,Government,Rural,1190,630,560,49,Yes,Yes,Yes,Yes,Yes,2,81.1,3.0,93,24.3
TS270,Residential School Nirmal,Adilabad,Nirmal,Government,Urban,383,195,188,32,Yes,Yes,Yes,Yes,Yes,0,86.3,2.3,90,12.0
TS271,MJPTBCWREIS Bheemgal,Nizamabad,Bheemgal,Aided,Urban,1475,760,715,42,Yes,Yes,Yes,Yes,Yes,3,85.4,2.1,94,35.1
TS272,MJPTBCWREIS Kazipet,Warangal,Kazipet,Private,Urban,999,496,503,16,Yes,No,No,Yes,Yes,4,81.2,4.5,74,62.4
TS273,ZPHS Nirmal,Adilabad,Nirmal,Government,Rural,735,384,351,9,Yes,No,Yes,No,Yes,7,78.4,4.3,82,81.7
TS274,KGBV Miryalaguda,Nalgonda,Miryalaguda,Private,Urban,1241,666,575,22,Yes,Yes,Yes,Yes,Yes,9,77.2,3.1,100,56.4
TS275,ZPHS Jammikunta,Karimnagar,Jammikunta,Government,Rural,384,176,208,20,Yes,Yes,Yes,No,Yes,6,92.1,1.1,91,19.2
TS276,Residential School Shamshabad,Rangareddy,Shamshabad,Government,Urban,343,155,188,26,Yes,Yes,Yes,Yes,Yes,10,97.0,1.0,100,13.2
TS277,Govt High School Bheemgal,Nizamabad,Bheemgal,Government,Rural,1482,701,781,46,Yes,Yes,Yes,Yes,Yes,0,84.7,2.6,90,32.2
TS278,Telangana Model School Charminar,Hyderabad,Charminar,Government,Urban,1041,476,565,32,Yes,Yes,Yes,Yes,Yes,10,90.9,1.0,100,32.5
TS279,ZPHS Chevella,Rangareddy,Chevella,Private,Urban,530,248,282,38,Yes,Yes,Yes,Yes,Yes,2,82.7,2.7,93,13.9
TS280,Govt High School Devarakonda,Nalgonda,Devarakonda,Government,Urban,1053,555,498,24,Yes,Yes,Yes,Yes,Yes,1,77.3,3.7,92,43.9
TS281,Govt High School Wyra,Khammam,Wyra,Government,Urban,1442,747,695,21,Yes,Yes,Yes,Yes,Yes,1,72.7,4.6,92,68.7
TS282,KGBV Kothagudem,Khammam,Kothagudem,Aided,Urban,507,250,257,24,Yes,Yes,Yes,Yes,Yes,6,92.9,1.0,99,21.1
TS283,KGBV Narayanpet,Mahabubnagar,Narayanpet,Government,Urban,902,481,421,39,Yes,Yes,No,No,Yes,5,90.3,2.5,78,23.1
TS284,ZPHS Narayanpet,Mahabubnagar,Narayanpet,Government,Rural,919,429,490,39,Yes,Yes,Yes,Yes,Yes,5,75.1,3.6,98,23.6
TS285,Residential School Huzurabad,Karimnagar,Huzurabad,Government,Urban,668,304,364,33,Yes,Yes,No,Yes,Yes,0,81.6,4.1,78,20.2
TS286,MJPTBCWREIS Toopran,Medak,Toopran,Private,Rural,289,147,142,42,Yes,Yes,No,Yes,Yes,5,78.6,4.0,86,6.9
TS287,Residential School Toopran,Medak,Toopran,Government,Rural,480,260,220,32,Yes,Yes,Yes,No,Yes,5,82.1,3.0,90,15.0
TS288,Residential School Kothagudem,Khammam,Kothagudem,Government,Urban,400,203,197,28,Yes,Yes,Yes,Yes,Yes,6,85.3,1.7,99,14.3
TS289,Residential School Chevella,Rangareddy,Chevella,Government,Rural,415,190,225,17,Yes,Yes,No,Yes,No,8,73.3,5.4,80,24.4
TS290,Residential School Miryalaguda,Nalgonda,Miryalaguda,Private,Urban,260,136,124,21,Yes,Yes,Yes,No,No,1,79.2,4.8,74,12.4
TS291,Telangana Model School Charminar,Hyderabad,Charminar,Private,Urban,1022,502,520,50,Yes,Yes,Yes,Yes,Yes,8,88.3,1.1,100,20.4
TS292,MJPTBCWREIS Utnoor,Adilabad,Utnoor,Private,Urban,1055,517,538,48,Yes,Yes,Yes,Yes,Yes,6,82.2,2.3,99,22.0
TS293,MJPTBCWREIS Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Aided,Rural,1463,658,805,12,Yes,No,No,Yes,Yes,7,81.9,4.0,78,121.9
TS294,Telangana Model School Manakondur,Karimnagar,Manakondur,Government,Rural,676,322,354,9,Yes,Yes,Yes,Yes,Yes,9,91.8,1.0,100,75.1
TS295,Govt High School Narayanpet,Mahabubnagar,Narayanpet,Private,Urban,1415,679,736,15,Yes,Yes,No,Yes,Yes,6,72.0,5.1,87,94.3
TS296,ZPHS Utnoor,Adilabad,Utnoor,Government,Rural,1179,627,552,42,Yes,No,No,Yes,Yes,7,89.0,2.7,78,28.1
TS297,ZPHS Hanamkonda,Warangal,Hanamkonda,Government,Urban,1473,666,807,38,Yes,Yes,Yes,Yes,Yes,8,80.0,2.6,100,38.8
TS298,KGBV Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Private,Rural,1463,713,750,12,Yes,Yes,No,Yes,Yes,5,79.0,3.9,86,121.9
TS299,Telangana Model School Chevella,Rangareddy,Chevella,Private,Urban,550,298,252,22,Yes,Yes,Yes,Yes,Yes,0,77.1,3.9,90,25.0
TS300,KGBV Armoor,Nizamabad,Armoor,Aided,Rural,1452,748,704,9,Yes,Yes,Yes,Yes,Yes,6,84.7,1.8,99,161.3
TS301,Govt High School Kothagudem,Khammam,Kothagudem,Private,Urban,1314,683,631,25,Yes,Yes,No,Yes,Yes,1,88.2,2.7,80,52.6
TS302,Govt High School Bheemgal,Nizamabad,Bheemgal,Government,Rural,984,453,531,38,Yes,Yes,No,Yes,Yes,1,80.3,4.1,80,25.9
TS303,Telangana Model School Jadcherla,Mahabubnagar,Jadcherla,Government,Urban,810,403,407,51,Yes,No,Yes,Yes,Yes,5,73.9,4.7,88,15.9
TS304,MJPTBCWREIS Utnoor,Adilabad,Utnoor,Government,Urban,1398,731,667,30,Yes,Yes,No,Yes,Yes,3,86.8,2.8,82,46.6
TS305,Residential School Shamshabad,Rangareddy,Shamshabad,Government,Urban,302,165,137,54,Yes,No,Yes,Yes,Yes,10,78.3,3.3,95,5.6
TS306,KGBV Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,1043,553,490,55,Yes,Yes,Yes,Yes,Yes,4,74.7,3.9,96,19.0
TS307,Telangana Model School Charminar,Hyderabad,Charminar,Government,Urban,990,524,466,49,Yes,Yes,No,Yes,Yes,3,72.6,5.4,82,20.2
TS308,Residential School Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,1454,730,724,52,Yes,Yes,Yes,No,No,4,73.7,5.5,78,28.0
TS309,Telangana Model School Palair,Khammam,Palair,Private,Urban,1441,686,755,51,Yes,Yes,Yes,Yes,Yes,6,97.0,1.0,99,28.3
TS310,MJPTBCWREIS Wyra,Khammam,Wyra,Government,Urban,732,358,374,36,Yes,Yes,No,Yes,Yes,6,80.3,3.6,87,20.3
TS311,Residential School Shadnagar,Mahabubnagar,Shadnagar,Private,Urban,1270,644,626,28,Yes,Yes,No,Yes,No,0,84.4,4.4,68,45.4
TS312,Govt High School Kothagudem,Khammam,Kothagudem,Government,Rural,1002,461,541,29,Yes,Yes,No,Yes,Yes,0,73.4,5.5,78,34.6
TS313,Govt High School Nirmal,Adilabad,Nirmal,Government,Rural,1234,624,610,51,Yes,Yes,Yes,Yes,Yes,3,90.4,1.2,94,24.2
TS314,ZPHS Palair,Khammam,Palair,Government,Rural,1147,627,520,28,Yes,Yes,Yes,Yes,Yes,9,84.4,1.8,100,41.0
TS315,MJPTBCWREIS Charminar,Hyderabad,Charminar,Government,Urban,952,477,475,51,Yes,Yes,Yes,Yes,Yes,4,93.5,1.0,96,18.7
TS316,Telangana Model School Manakondur,Karimnagar,Manakondur,Government,Rural,438,228,210,36,Yes,Yes,Yes,No,Yes,5,83.5,2.8,90,12.2
TS317,ZPHS Toopran,Medak,Toopran,Government,Rural,700,342,358,43,Yes,Yes,Yes,Yes,Yes,2,82.4,2.7,93,16.3
TS318,ZPHS Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Private,Rural,1303,629,674,31,Yes,Yes,Yes,Yes,No,2,80.7,3.8,83,42.0
TS319,MJPTBCWREIS Toopran,Medak,Toopran,Government,Urban,268,140,128,45,Yes,Yes,Yes,Yes,Yes,6,97.3,1.0,99,6.0
TS320,Govt High School Charminar,Hyderabad,Charminar,Private,Rural,1060,541,519,39,Yes,Yes,Yes,Yes,Yes,7,74.3,3.6,100,27.2
TS321,Govt High School Charminar,Hyderabad,Charminar,Government,Urban,551,293,258,47,Yes,No,No,Yes,Yes,7,86.4,3.2,78,11.7
TS322,Telangana Model School Bheemgal,Nizamabad,Bheemgal,Government,Urban,1069,485,584,33,Yes,Yes,Yes,Yes,Yes,4,72.9,4.2,96,32.4
TS323,MJPTBCWREIS Boath,Adilabad,Boath,Government,Rural,1090,498,592,49,Yes,Yes,Yes,Yes,No,5,93.2,1.2,88,22.2
TS324,Telangana Model School Boath,Adilabad,Boath,Government,Urban,1463,668,795,14,Yes,Yes,Yes,No,No,5,92.3,2.0,80,104.5
TS325,KGBV Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,318,164,154,9,Yes,Yes,Yes,Yes,Yes,8,77.9,3.0,100,35.3
TS326,ZPHS Devarakonda,Nalgonda,Devarakonda,Government,Rural,881,480,401,16,Yes,Yes,No,Yes,Yes,6,80.3,3.6,87,55.1
TS327,KGBV Devarakonda,Nalgonda,Devarakonda,Aided,Rural,1251,687,564,44,Yes,Yes,Yes,No,Yes,8,88.5,1.5,94,28.4
TS328,Govt High School Manakondur,Karimnagar,Manakondur,Private,Urban,677,337,340,43,Yes,Yes,No,Yes,Yes,7,92.6,1.3,88,15.7
TS329,Govt High School Nirmal,Adilabad,Nirmal,Aided,Urban,1272,608,664,13,Yes,Yes,No,Yes,No,4,73.3,5.9,74,97.8
TS330,KGBV Miryalaguda,Nalgonda,Miryalaguda,Private,Rural,1022,472,550,23,Yes,Yes,No,No,Yes,3,73.9,5.8,74,44.4
TS331,MJPTBCWREIS Parkal,Warangal,Parkal,Aided,Rural,441,211,230,38,Yes,Yes,No,Yes,Yes,10,72.7,4.5,93,11.6
TS332,KGBV Kazipet,Warangal,Kazipet,Government,Urban,800,440,360,19,Yes,Yes,Yes,Yes,Yes,2,80.2,3.1,93,42.1
TS333,MJPTBCWREIS Shadnagar,Mahabubnagar,Shadnagar,Government,Rural,415,202,213,38,Yes,Yes,Yes,Yes,Yes,5,93.2,1.0,98,10.9
TS334,Residential School Toopran,Medak,Toopran,Government,Urban,747,357,390,43,Yes,No,No,Yes,Yes,9,91.3,2.0,82,17.4
TS335,KGBV Bheemgal,Nizamabad,Bheemgal,Private,Rural,1343,691,652,44,Yes,Yes,Yes,Yes,Yes,9,90.2,1.0,100,30.5
TS336,KGBV Wyra,Khammam,Wyra,Government,Rural,411,184,227,27,Yes,Yes,Yes,Yes,Yes,4,94.0,1.0,96,15.2
TS337,KGBV Boath,Adilabad,Boath,Private,Rural,732,365,367,48,Yes,Yes,No,Yes,Yes,5,92.0,1.6,86,15.2
TS338,Residential School Palair,Khammam,Palair,Private,Urban,803,426,377,9,Yes,Yes,Yes,Yes,Yes,6,78.2,3.0,99,89.2
TS339,ZPHS Sangareddy,Medak,Sangareddy,Government,Urban,520,263,257,27,Yes,Yes,Yes,Yes,Yes,7,83.1,2.0,100,19.3
TS340,MJPTBCWREIS Hanamkonda,Warangal,Hanamkonda,Government,Urban,1086,507,579,17,Yes,Yes,Yes,Yes,No,7,90.5,1.5,90,63.9
TS341,ZPHS Huzurabad,Karimnagar,Huzurabad,Government,Rural,883,423,460,18,Yes,Yes,Yes,Yes,No,4,87.7,2.3,86,49.1
TS342,Govt High School Shadnagar,Mahabubnagar,Shadnagar,Private,Rural,1120,561,559,24,Yes,Yes,Yes,Yes,Yes,1,94.7,1.0,92,46.7
TS343,Residential School Suryapet,Nalgonda,Suryapet,Aided,Urban,429,221,208,10,Yes,Yes,Yes,Yes,Yes,4,89.9,1.1,96,42.9
TS344,ZPHS Jadcherla,Mahabubnagar,Jadcherla,Government,Urban,1359,702,657,30,Yes,Yes,Yes,Yes,Yes,4,92.8,1.0,96,45.3
TS345,ZPHS Secunderabad,Hyderabad,Secunderabad,Government,Urban,797,381,416,46,Yes,Yes,No,Yes,Yes,7,92.4,1.3,88,17.3
TS346,ZPHS Jammikunta,Karimnagar,Jammikunta,Government,Rural,267,120,147,31,Yes,Yes,No,Yes,Yes,1,88.9,2.6,80,8.6
TS347,Telangana Model School Armoor,Nizamabad,Armoor,Aided,Urban,588,279,309,52,Yes,Yes,No,Yes,Yes,10,80.8,3.0,93,11.3
TS348,Telangana Model School Charminar,Hyderabad,Charminar,Government,Rural,653,344,309,12,Yes,Yes,Yes,Yes,Yes,3,85.6,2.1,94,54.4
TS349,ZPHS Shamshabad,Rangareddy,Shamshabad,Government,Rural,681,374,307,37,Yes,Yes,No,Yes,Yes,8,73.1,4.6,90,18.4
